School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Out of State Cost,In State Cost,Average Net Price (Public),Average Net Price (Private),Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,90th Percentile Cumulative Loan Debt,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Median Earnings for Students Not Enrolled 10 Years,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio
CUNY Queens College,NY,11367,11,0.3813,11046.0,15907.0,0.4606,0.5394,0.8187,63917.0,23.0,0.4879,13382.0,15488.0,7538.0,3067.0,,0.4669,0.0985,25000.0,0.5582,0.6111983255,0.044,0.96883102364385,54742.0,0,3067.0,2.054656407535155,0.45668773519418365
CUNY York College,NY,11451,11,0.3144,10661.0,6910.0,0.3343,0.6657,0.6233,55168.0,23.0,0.7284,13171.0,15308.0,7358.0,3433.0,,0.4738,0.0756,20500.0,0.3239,0.5114709852,0.067,0.99948406259745,49722.0,0,3433.0,2.0804566458276708,0.41229234544065
D'Youville College,NY,14201-1084,11,0.5083,7856.0,1533.0,0.2544,0.7456,0.8066,52394.0,23.0,0.8805,37316.0,27880.0,27880.0,,19441.0,0.3623,0.682,39251.0,0.6107,0.6672582076,0.039,0.96736121837923,53680.0,0,19441.0,1.0,0.7312034277198212
Daemen College,NY,14226-3592,21,0.519,6777.0,1679.0,0.2966,0.7034,0.7751,56233.0,23.0,0.6156,39348.0,29430.0,29430.0,,17928.0,0.372,0.7369,29249.0,0.5915,0.7062556664,0.037,0.95812795458795,53551.0,0,17928.0,1.0,0.5461896136393345
Dominican College of Blauvelt,NY,10962-1210,21,0.3836,8572.0,1361.0,0.3387,0.6613,0.6823,77440.0,21.0,0.7779,42833.0,29844.0,29844.0,,20859.0,0.4469,0.6972,36500.0,0.449,0.5789971618,0.077,1.00226528306247,56562.0,0,20859.0,1.0,0.6453095717973197
Elmira College,NY,14901,13,0.525,5570.0,778.0,0.3432,0.6568,0.8058,64913.0,21.0,0.8012,54265.0,35400.0,35400.0,,21330.0,0.3639,0.7766,37500.0,0.6798,0.7651515152,0.056,0.99269777434347,53878.0,0,21330.0,1.0,0.6960169271316679
Five Towns College,NY,11746-5871,21,0.2276,5252.0,617.0,0.6937,0.3063,0.7692,80517.0,21.0,0.3359,31341.0,23530.0,23530.0,,18729.0,0.5339,0.5644,36563.0,0.489,0.5078369906,0.087,1.0054292707248,43921.0,0,18729.0,1.0,0.832471938252772
Fordham University,NY,10458,11,1.0,14236.0,9422.0,0.4326,0.5674,0.9107,77653.0,20.0,0.4588,69118.0,54393.0,54393.0,,36761.0,0.1858,0.4617,32230.0,0.8302,0.8077170418,0.028,0.83916653716522,74578.0,1,36761.0,1.0,0.4321649816299713
Hamilton College,NY,13323,22,0.8674,11804.0,1998.0,0.4735,0.5265,0.9439,78373.0,19.0,0.1639,69990.0,56530.0,56530.0,,25440.0,0.1606,0.3451,26000.0,0.9292,0.926121372,0.0,0.84201054464652,74340.0,0,25440.0,1.0,0.3497444175410277
Hartwick College,NY,13820-4020,33,1.0,8026.0,1181.0,0.3971,0.6029,0.7396,69362.0,19.0,0.8015,59031.0,46926.0,46926.0,,23101.0,0.3844,0.7449,35000.0,0.6197,0.7823129252,0.059,0.96487098181118,50184.0,0,23101.0,1.0,0.6974334449226846
Hilbert College,NY,14075-1597,21,0.2824,5930.0,711.0,0.4529,0.5471,0.7808,58163.0,21.0,0.9258,28589.0,23450.0,23450.0,,15460.0,0.5027,0.8743,36000.0,0.5504,0.5963302752,0.092,1.00858570879453,43687.0,1,15460.0,1.0,0.82404376588001
Hobart William Smith Colleges,NY,14456,32,0.8517,9288.0,2036.0,0.4754,0.5246,0.8838,75518.0,19.0,0.6608,72040.0,57030.0,57030.0,,32940.0,0.2005,0.5855,28750.0,0.7763,0.8577075099,0.038,0.90607560953687,62980.0,0,32940.0,1.0,0.45649412511908544
Hofstra University,NY,11549,21,0.4223,13890.0,6400.0,0.4464,0.5536,0.8261,86369.0,20.0,0.6849,60296.0,47510.0,47510.0,,32838.0,0.2164,0.4695,31000.0,0.6372,0.7549817569,0.028,0.94773672172843,65439.0,0,32838.0,1.0,0.473723620470973
Houghton College,NY,14744,43,0.4936,6282.0,921.0,0.3974,0.6026,0.79,59922.0,20.0,0.807,43970.0,33458.0,33458.0,,22233.0,0.4464,0.6812,32000.0,0.7297,0.8458274399,0.016,0.95063431615382,43767.0,0,22233.0,1.0,0.7311444695775355
Iona College,NY,10801-1890,21,0.5645,9901.0,2743.0,0.5166,0.4834,0.7239,78814.0,19.0,0.8411,51313.0,40172.0,40172.0,,28619.0,0.3231,0.5586,31000.0,0.6545,0.7761385504,0.072,0.96449288627066,68170.0,1,28619.0,1.0,0.4547454892181311
Ithaca College,NY,14850-7002,23,0.7345,9130.0,5803.0,0.4268,0.5732,0.8697,77434.0,19.0,0.7276,62668.0,45274.0,45274.0,,33465.0,0.1996,0.6801,31200.0,0.7645,0.8927021696,0.03,0.88894810855989,62146.0,0,33465.0,1.0,0.5020435748077109
The Juilliard School,NY,10023-6588,11,0.4,10482.0,486.0,0.5226,0.4774,0.9504,75845.0,19.0,0.0688,67498.0,47370.0,47370.0,,33535.0,0.1658,0.3231,39000.0,0.9216,0.7631578947,0.017,0.91360402246521,37960.0,0,33535.0,1.0,1.0273972602739727
Keuka College,NY,14478,32,1.0,6296.0,1525.0,0.2695,0.7305,0.7909,56096.0,25.0,0.7196,48976.0,33048.0,33048.0,,24551.0,0.4495,0.8249,32293.0,0.5472,0.7045454545,0.069,0.99676213442786,52489.0,0,24551.0,1.0,0.6152336680066299
LIM College,NY,10022-5268,11,0.0769,6422.0,1450.0,0.1048,0.8952,0.7059,78436.0,20.0,0.8346,45526.0,27810.0,27810.0,,34761.0,0.3309,0.6308,31000.0,0.5623,0.6554307116,0.068,0.99631159614007,56202.0,0,34761.0,1.0,0.5515817942421978
Le Moyne College,NY,13214-1301,21,0.5,9154.0,2642.0,0.4016,0.5984,0.8687,60497.0,20.0,0.7362,48188.0,35230.0,35230.0,,22118.0,0.3123,0.5945,31000.0,0.7476,0.7566964286,0.027,0.94139918904394,59538.0,1,22118.0,1.0,0.520675870872384
Long Island University,NY,11548-1327,21,0.44,12027.0,6164.0,0.3254,0.6746,0.757,69416.0,23.0,0.8009,49964.0,38368.0,38368.0,,25767.0,0.2378,0.3495,38500.0,0.4597,0.5838532804,0.066,0.98875320382349,52757.0,0,25767.0,1.0,0.7297609795856475
Manhattan College,NY,10471-4098,11,0.5482,11383.0,3543.0,0.5662,0.4338,0.8116,83053.0,20.0,0.7362,55655.0,44560.0,44560.0,,28153.0,0.2769,0.5584,31000.0,0.7226,0.8580593424,0.034,0.89246964376433,83117.0,1,28153.0,1.0,0.3729682255134329
Manhattan School of Music,NY,10027,11,0.2946,8207.0,518.0,0.5058,0.4942,0.9043,77713.0,19.0,0.3554,68686.0,49130.0,49130.0,,54902.0,0.1292,0.3432,33562.0,0.8264,0.6904761905,0.037,0.891215590053,24000.0,0,54902.0,1.0,1.3984166666666666
Manhattanville College,NY,10577,21,0.3155,8873.0,1504.0,0.4162,0.5838,0.699,80867.0,19.0,0.9025,51842.0,39570.0,39570.0,,21957.0,0.2893,0.4881,31000.0,0.5984,0.7711864407,0.048,0.97071543486345,54038.0,0,21957.0,1.0,0.5736703801028905
Marist College,NY,12601,21,0.4238,9896.0,5460.0,0.4196,0.5804,0.8845,83197.0,20.0,0.4923,57358.0,42500.0,42500.0,,37195.0,0.16,0.5275,34000.0,0.8358,0.8572117704,0.027,0.88003510993511,71226.0,0,37195.0,1.0,0.47735377530677
Marymount Manhattan College,NY,10021-4597,11,0.246,9492.0,1843.0,0.2078,0.7922,0.6943,77729.0,20.0,0.7955,56343.0,35628.0,35628.0,,37768.0,0.253,0.6457,29483.0,0.5023,0.6741826381,0.063,0.97052720426325,48321.0,0,37768.0,1.0,0.6101487965894745
Medaille College,NY,14214-2695,11,0.2425,5369.0,1438.0,0.2754,0.7246,0.6092,56197.0,24.0,0.6234,37124.0,30450.0,30450.0,,13002.0,0.548,0.73,32500.0,0.3755,0.6101836394,0.108,1.01642974137804,44087.0,0,13002.0,1.0,0.7371787601787375
Mercy College,NY,10522,21,0.2461,8993.0,7213.0,0.3045,0.6955,0.7677,57656.0,23.0,0.8162,29324.0,19594.0,19594.0,,14281.0,0.5244,0.5455,36762.0,0.4377,0.4414364641,0.085,1.03091515129096,49292.0,0,14281.0,1.0,0.7458005355838676
Molloy College,NY,11571-5002,21,0.284,10846.0,3426.0,0.2726,0.7274,0.839,87964.0,22.0,0.7796,45672.0,32600.0,32600.0,,29374.0,0.3015,0.6566,41000.0,0.7455,0.7163323782,0.036,0.92090128586361,71986.0,1,29374.0,1.0,0.5695551912871948
Mount Saint Mary College,NY,12550,13,0.3591,8877.0,1870.0,0.2743,0.7257,0.7964,74923.0,21.0,0.9381,45762.0,32772.0,32772.0,,25242.0,0.3282,0.8424,37500.0,0.5957,0.7249802994,0.051,0.95477904995929,59665.0,1,25242.0,1.0,0.6285091762339731
College of Mount Saint Vincent,NY,10471-1093,11,0.3727,9022.0,1841.0,0.2808,0.7192,0.7791,63240.0,21.0,0.9217,48313.0,40980.0,40980.0,,18220.0,0.5086,0.7561,36000.0,0.5069,0.6412918108,0.067,0.98315515324576,55820.0,1,18220.0,1.0,0.6449301325689717
Nazareth College,NY,14618-3790,21,0.4172,8381.0,2263.0,0.2651,0.7349,0.8364,64638.0,20.0,0.6449,49359.0,35641.0,35641.0,,29994.0,0.2781,0.7818,31500.0,0.6849,0.7851239669,0.033,0.94502604145502,51952.0,0,29994.0,1.0,0.6063289190021558
The New School,NY,10011-8871,11,0.1737,11887.0,7284.0,0.2442,0.7558,0.8237,75464.0,21.0,0.5734,69260.0,50994.0,50994.0,,43334.0,0.1734,0.2971,33932.0,0.7075,0.6943064578,0.073,0.95279428522826,53981.0,0,43334.0,1.0,0.6285915414682944
New York University,NY,10012-1091,11,0.9958,14636.0,26613.0,0.4238,0.5762,0.9442,82106.0,20.0,0.162,71467.0,53308.0,53308.0,,39772.0,0.1914,0.2923,35950.0,0.8506,0.8095514588,0.023,0.86496777788061,76040.0,0,39772.0,1.0,0.4727774855339295
Niagara University,NY,14109,21,1.0,8864.0,2747.0,0.3633,0.6367,0.8748,60954.0,20.0,0.8921,47709.0,34510.0,34510.0,,20019.0,0.2848,0.6033,31733.0,0.7174,0.7618733509,0.051,0.95479581489157,52279.0,1,20019.0,1.0,0.6069932477667898
New York Institute of Technology,NY,11568-8000,21,0.28,11644.0,3642.0,0.6123,0.3877,0.814,72244.0,20.0,0.678,48924.0,38010.0,38010.0,,21427.0,0.3846,0.4962,37250.0,0.5216,0.6396261682,0.044,0.94817825085757,58013.0,0,21427.0,1.0,0.642097460913933
Nyack College,NY,10004,11,0.3318,6660.0,1014.0,0.4497,0.5503,0.637,61585.0,25.0,0.9776,38689.0,25500.0,25500.0,,19077.0,0.5427,0.6557,39000.0,0.3937,0.4941438929,0.114,1.01047363629386,44409.0,0,19077.0,1.0,0.8782003647909208
Pace University,NY,10038-1598,11,1.0,12252.0,8233.0,0.3754,0.6246,0.7814,74848.0,20.0,0.7871,62268.0,46446.0,46446.0,,29707.0,0.2783,0.5079,36000.0,0.5638,0.6988527725,0.048,0.95284038647826,65697.0,0,29707.0,1.0,0.5479702269510023
Paul Smiths College of Arts and Science,NY,12970-0265,42,0.7286,5815.0,712.0,0.6657,0.3343,0.6711,59302.0,20.0,0.6981,45710.0,29313.0,29313.0,,23784.0,0.4389,0.8161,29750.0,0.4952,0.7172011662,0.075,0.94775987839252,42776.0,0,23784.0,1.0,0.6954834486628015
Davis College,NY,13790-2700,22,,5000.0,57.0,0.6316,0.3684,0.125,52113.0,24.0,0.3103,27393.0,17150.0,17150.0,,15509.0,0.3817,0.3817,35500.0,0.5769,0.5576923077,0.128,0.97861932526184,30840.0,0,15509.0,1.0,1.1511024643320362
Pratt Institute-Main,NY,11205,11,0.1485,11231.0,3638.0,0.29,0.71,0.8882,75295.0,20.0,0.555,67703.0,53824.0,53824.0,,45571.0,0.1985,0.3973,40000.0,0.7129,0.7825732899,0.042,0.92075207637607,52211.0,0,45571.0,1.0,0.7661220815536955
Rensselaer Polytechnic Institute,NY,12180-3590,13,0.8766,12961.0,6203.0,0.6784,0.3216,0.9229,74851.0,19.0,0.4741,71998.0,55378.0,55378.0,,35464.0,0.1789,0.4947,39349.0,0.8542,0.9342240493,0.005,0.78138889033255,93416.0,0,35464.0,1.0,0.4212233450372527
Roberts Wesleyan College,NY,14624,21,0.9292,6652.0,1255.0,0.3211,0.6789,0.7939,60753.0,26.0,0.6658,44599.0,32494.0,32494.0,,23569.0,0.3393,0.6442,32700.0,0.6514,0.6918489066,0.061,0.95046671943017,45184.0,0,23569.0,1.0,0.7237075070821529
Rochester Institute of Technology,NY,14623-5603,21,0.678,10571.0,12623.0,0.6651,0.3349,0.8845,69175.0,20.0,0.7073,56977.0,45890.0,45890.0,,33167.0,0.2925,0.5993,39582.0,0.67,0.7853925984,0.033,0.86273880336283,66280.0,0,33167.0,1.0,0.5971937235968618
University of Rochester,NY,14627-0011,12,0.9301,13047.0,6521.0,0.4947,0.5053,0.9368,76108.0,20.0,0.2971,72721.0,56030.0,56030.0,,29522.0,0.1796,0.4399,31500.0,0.8682,0.8228279387,0.016,0.84633670221536,68335.0,0,29522.0,1.0,0.46096436672276286
Russell Sage College,NY,12180,13,0.8511,6290.0,1311.0,0.2189,0.7811,0.7236,60191.0,22.0,0.8501,45078.0,31883.0,31883.0,,23337.0,0.4348,0.8915,32313.0,0.669,0.7039413382,0.039,0.976220417248,51979.0,0,23337.0,1.0,0.6216548990938648
St Bonaventure University,NY,14778-9800,33,0.6623,6442.0,1787.0,0.5322,0.4678,0.8367,64352.0,19.0,0.7502,48956.0,35431.0,35431.0,,22663.0,0.2745,0.8032,31000.0,0.7118,0.7494692144,0.047,0.97746381462964,57837.0,1,22663.0,1.0,0.5359890727389042
St Francis College,NY,11201-4305,11,0.2527,8948.0,2495.0,0.3864,0.6136,0.7576,53129.0,21.0,0.7812,31266.0,26298.0,26298.0,,18236.0,0.4697,0.4206,35000.0,0.5613,0.578528827,0.068,0.98960082409034,52124.0,0,18236.0,1.0,0.6714757117642545
St Lawrence University,NY,13617,33,0.7671,9947.0,2360.0,0.4542,0.5458,0.9047,68738.0,19.0,0.4241,70630.0,56765.0,56765.0,,27774.0,0.2061,0.5555,31000.0,0.8291,0.8615782665,0.024,0.89945625320651,58201.0,0,27774.0,1.0,0.5326368962732599
The College of Saint Rose,NY,12203-1490,13,0.5185,8005.0,2409.0,0.3421,0.6579,0.6992,65757.0,20.0,0.8747,48093.0,33386.0,33386.0,,22754.0,0.45,0.7276,31000.0,0.6098,0.7437923251,0.058,0.983634366269,50491.0,0,22754.0,1.0,0.613970806678418
St. Thomas Aquinas College,NY,10976-1050,21,0.3611,9350.0,1148.0,0.5096,0.4904,0.7148,86845.0,20.0,0.8058,45850.0,33050.0,33050.0,,20274.0,0.2191,0.3673,31000.0,0.5679,0.7206303725,0.097,0.99039340215623,58103.0,0,20274.0,1.0,0.5335352735659088
Sarah Lawrence College,NY,10708,21,0.3467,10153.0,1364.0,0.2515,0.7485,0.8306,76763.0,19.0,0.531,72469.0,57520.0,57520.0,,36422.0,0.1589,0.5021,28553.0,0.7588,0.8366445916,0.024,0.88170031662258,50801.0,0,36422.0,1.0,0.5620558650420268
Siena College,NY,12211-1462,21,0.6388,8872.0,3146.0,0.4313,0.5687,0.8631,72227.0,19.0,0.8112,55706.0,39030.0,39030.0,,27479.0,0.2522,0.6726,31000.0,0.7697,0.862745098,0.025,0.87853114334015,66479.0,1,27479.0,1.0,0.46631267016651873
Skidmore College,NY,12866,23,0.8147,10114.0,2649.0,0.4047,0.5953,0.9143,78806.0,19.0,0.3005,71730.0,56322.0,56322.0,,27197.0,0.1516,0.2894,27000.0,0.8737,0.9228070175,0.006,0.83728084613007,63726.0,0,27197.0,1.0,0.42368891818096227
St. Joseph's College-New York,NY,11205-3688,11,1.0,9073.0,953.0,0.3494,0.6506,0.805,81308.0,24.0,0.7124,34303.0,29190.0,29190.0,,16360.0,0.4454,0.5557,31500.0,0.6548,0.6815568333,0.042,0.96956560589435,56804.0,0,16360.0,1.0,0.5545384127878319
Saint John Fisher College,NY,14618-3597,21,1.0,9415.0,2639.0,0.4077,0.5923,0.8752,63735.0,21.0,0.6449,48077.0,35150.0,35150.0,,27767.0,0.2917,0.7204,33000.0,0.7407,0.7910069664,0.029,0.92667982773834,56461.0,1,27767.0,1.0,0.5844742388551389
St. John's University-New York,NY,11439,11,0.4406,12500.0,11689.0,0.4361,0.5639,0.8178,69749.0,19.0,0.7234,54012.0,43000.0,43000.0,,27130.0,0.2659,0.3684,32500.0,0.6179,0.696912196,0.057,0.94564528873334,65736.0,1,27130.0,1.0,0.4944018498235366
SUNY College of Technology at Canton,NY,13617-1098,33,0.5905,6718.0,3141.0,0.4416,0.5584,0.6993,48556.0,22.0,0.8462,22610.0,12580.0,8650.0,13864.0,,0.5669,0.7242,33514.0,0.4275,0.5197594502,0.106,1.00635969571519,39969.0,0,13864.0,1.454335260115607,0.8384998373739648
SUNY College of Agriculture and Technology at Cobleskill,NY,12043,32,0.7211,6789.0,2198.0,0.4595,0.5405,0.7744,60485.0,20.0,0.5372,24891.0,18794.0,8884.0,16647.0,,0.506,0.5931,29424.0,0.4229,0.6489583333,0.117,0.99338686426553,40300.0,0,16647.0,2.115488518685277,0.7301240694789082
Farmingdale State College,NY,11735-1021,21,0.3223,8392.0,9400.0,0.5846,0.4154,0.8006,86057.0,22.0,0.5489,16113.0,18448.0,8538.0,8638.0,,0.3376,0.2924,29410.0,0.5084,0.7125877904,0.045,0.96849548508258,61646.0,0,8638.0,2.1606933708128366,0.47707880478863185
SUNY at Albany,NY,12222,13,0.5963,9870.0,13153.0,0.4832,0.5168,0.7964,70013.0,20.0,0.5425,26090.0,27766.0,10176.0,18577.0,,0.4208,0.5729,30747.0,0.6326,0.7670802316,0.054,0.97407956592711,59745.0,0,18577.0,2.7285770440251573,0.5146372081345719
Binghamton University,NY,13850-6000,22,0.6954,9973.0,14156.0,0.4977,0.5023,0.8987,71392.0,20.0,0.4053,26712.0,27791.0,10201.0,19353.0,,0.28,0.4346,29558.0,0.8151,0.7907874421,0.018,0.88953166646417,72980.0,0,19353.0,2.724340750906774,0.40501507262263636
University at Buffalo,NY,14260-1660,21,0.6373,10735.0,21760.0,0.5616,0.4384,0.8631,63949.0,20.0,0.6108,26035.0,28194.0,10524.0,18194.0,,0.3322,0.4684,29400.0,0.7535,0.7398306261,0.033,0.92379339162524,62022.0,0,18194.0,2.6790193842645382,0.47402534584502276
Stony Brook University,NY,11794-0701,21,0.6125,12149.0,17767.0,0.5051,0.4949,0.8889,76205.0,21.0,0.4415,25177.0,27845.0,10175.0,15160.0,,0.3545,0.365,30805.0,0.7508,0.7705903146,0.027,0.88326543801523,66678.0,0,15160.0,2.7366093366093365,0.4619964606016977
SUNY College of Environmental Science and Forestry,NY,13210,12,0.7097,8875.0,1810.0,0.521,0.479,0.8225,63414.0,20.0,0.6954,27820.0,19040.0,9130.0,19737.0,,0.2882,0.4696,29743.0,0.7647,0.8274336283,0.025,0.89749826196595,52901.0,0,19737.0,2.085432639649507,0.5622388990756318
SUNY Polytechnic Institute,NY,13502,22,0.4658,9610.0,2077.0,0.6856,0.3144,0.74,53376.0,22.0,0.6902,22001.0,18413.0,8503.0,13809.0,,0.4038,0.4681,28585.0,0.5708,0.6755514706,0.043,0.94240767093778,57011.0,0,13809.0,2.1654710102316828,0.5013944677342969
SUNY Brockport,NY,14420-2919,31,0.5523,7566.0,6624.0,0.4271,0.5729,0.7362,61824.0,22.0,0.5474,23256.0,18590.0,8680.0,15882.0,,0.4275,0.6637,30900.0,0.6462,0.6652489367,0.05,0.98401929612844,48926.0,0,15882.0,2.141705069124424,0.6315660385071332
SUNY Buffalo State,NY,14222,11,0.4407,7912.0,7501.0,0.4251,0.5749,0.5818,55484.0,21.0,0.6701,21764.0,18182.0,8472.0,12960.0,,0.56,0.6024,32500.0,0.4708,0.6300610094,0.098,1.01888805795476,45426.0,0,12960.0,2.1461284230406044,0.7154493021617576
SUNY Cortland,NY,13045-0900,32,0.5535,6798.0,6281.0,0.4356,0.5644,0.7984,68027.0,20.0,0.4604,25026.0,18716.0,8806.0,18705.0,,0.3287,0.6634,30138.0,0.7102,0.7909977967,0.045,0.95729409695154,53711.0,0,18705.0,2.125369066545537,0.5611141107035803
SUNY at Fredonia,NY,14063-1136,32,0.5655,7139.0,4194.0,0.4294,0.5706,0.7021,60720.0,20.0,0.7112,23420.0,18627.0,8717.0,14824.0,,0.4403,0.7095,31972.0,0.6322,0.7631289019,0.045,0.98175703592114,45313.0,0,14824.0,2.1368590111276817,0.7055811797938781
SUNY College at Geneseo,NY,14454-1465,32,0.638,7659.0,5269.0,0.3777,0.6223,0.846,69095.0,19.0,0.6547,25612.0,18837.0,8927.0,18924.0,,0.2702,0.5074,31490.0,0.8035,0.8455484506,0.015,0.91784107124281,56241.0,0,18924.0,2.110115380306934,0.5599118081115201
State University of New York at New Paltz,NY,12561-2443,21,0.5157,7373.0,6672.0,0.3746,0.6254,0.8528,72171.0,21.0,0.4518,25247.0,18412.0,8502.0,17171.0,,0.3622,0.5211,29800.0,0.7651,0.7537190083,0.032,0.95192782782862,52374.0,0,17171.0,2.165608092213597,0.5689846106846909
SUNY Oneonta,NY,13820-4015,33,0.6038,6958.0,6046.0,0.3819,0.6181,0.8029,67183.0,20.0,0.5604,24862.0,18650.0,8740.0,17470.0,,0.3462,0.5959,30750.0,0.7591,0.8158393331,0.031,0.93970091674007,51984.0,0,17470.0,2.1338672768878717,0.591528162511542
SUNY College at Oswego,NY,13126,32,0.643,7110.0,6881.0,0.495,0.505,0.7731,60525.0,20.0,0.5405,24393.0,18627.0,8717.0,15665.0,,0.4443,0.6516,32400.0,0.6525,0.737093931,0.046,0.97402341540788,49223.0,0,15665.0,2.1368590111276817,0.6582288767446113
SUNY College at Potsdam,NY,13676-2294,33,0.7115,6543.0,3055.0,0.3813,0.6187,0.7285,56041.0,20.0,0.6797,23520.0,18621.0,8711.0,13704.0,,0.5315,0.7368,32895.0,0.5812,0.6211431462,0.075,1.00433908108786,45987.0,0,13704.0,2.137642061760992,0.715310848718116
SUNY at Purchase College,NY,10577-1400,21,0.4022,7520.0,3967.0,0.4187,0.5813,0.8127,76919.0,21.0,0.5151,26982.0,18833.0,8923.0,18326.0,,0.3718,0.5063,31499.0,0.6194,0.7166462668,0.053,0.98868478606887,45289.0,0,18326.0,2.1106130225260564,0.6955110512486475
SUNY College at Old Westbury,NY,11568-0210,21,0.4217,8807.0,4679.0,0.4116,0.5884,0.7582,73417.0,23.0,0.7776,20035.0,18278.0,8368.0,10557.0,,0.5134,0.3656,29900.0,0.4771,0.5328341014,0.058,1.01368665346234,50921.0,0,10557.0,2.1842734225621414,0.5871840694408986
SUNY College at Plattsburgh,NY,12901-2681,32,0.5826,7152.0,4794.0,0.4159,0.5841,0.75,61507.0,21.0,0.5848,24430.0,18782.0,8872.0,15845.0,,0.4085,0.6166,31000.0,0.6823,0.6768465909,0.04,0.96877037213918,48339.0,0,15845.0,2.1169972948602345,0.6413041229648938
SUNY Empire State College,NY,12866-4391,23,0.2095,7366.0,8098.0,0.3685,0.6315,0.5185,59452.0,33.0,,20017.0,17515.0,7605.0,12142.0,,0.3259,0.3265,37500.0,0.2522,0.4972840371,0.07,1.0330439509488,45639.0,0,12142.0,2.3030900723208414,0.8216656806678498
SUNY Maritime College,NY,10465-4198,11,0.6917,7639.0,1510.0,0.8623,0.1377,0.7825,80060.0,20.0,0.7362,25905.0,18418.0,8508.0,20616.0,,0.2238,0.4981,36125.0,0.7071,0.781420765,0.026,0.88163119997425,84443.0,0,20616.0,2.1647860836859425,0.4278033703208081
Syracuse University,NY,13244,12,0.6685,12051.0,14854.0,0.4663,0.5337,0.9182,75289.0,20.0,0.4438,70390.0,53849.0,53849.0,,34482.0,0.1785,0.4203,37998.0,0.8277,0.8488320846,0.033,0.92242197153521,71470.0,0,34482.0,1.0,0.5316636350916468
Touro College,NY,10018,11,0.4237,8198.0,4967.0,0.3048,0.6952,0.8428,49299.0,26.0,0.6942,31230.0,20550.0,20550.0,,19272.0,0.436,0.2663,34791.0,0.5293,0.5414428243,0.06,0.99032262371626,41036.0,0,19272.0,1.0,0.8478165513207915
Union College,NY,12308-2311,13,0.852,11549.0,2161.0,0.5363,0.4637,0.9335,79161.0,19.0,0.4292,70799.0,57324.0,57324.0,,34779.0,0.1288,0.4599,28824.0,0.8522,0.8879310345,0.014,0.83163124337035,71055.0,0,34779.0,1.0,0.4056575891914714
Utica College,NY,13502-4892,13,0.3405,8352.0,3374.0,0.4176,0.5824,0.7053,55854.0,23.0,0.8684,33223.0,22110.0,22110.0,,22471.0,0.3418,0.7227,31000.0,0.5419,0.60488677,0.049,0.98225148542274,50963.0,0,22471.0,1.0,0.6082844416537488
Vassar College,NY,12604,21,0.8297,12358.0,2421.0,0.411,0.589,0.9606,80899.0,19.0,0.2374,72724.0,58770.0,58770.0,,26208.0,0.2296,0.4137,24350.0,0.9151,0.9278937381,0.015,0.78525108057934,62332.0,0,26208.0,1.0,0.39065006738112046
Villa Maria College,NY,14225-3999,13,0.2128,4345.0,516.0,0.4225,0.5775,0.5096,48601.0,22.0,0.7438,28410.0,24370.0,24370.0,,12243.0,0.6526,0.7702,29375.0,0.3842,0.4770408163,0.195,1.019148470811,33515.0,1,12243.0,1.0,0.8764732209458451
School of Visual Arts,NY,10010,11,0.4029,3217.0,3852.0,0.2835,0.7165,0.8696,78955.0,20.0,0.7113,62558.0,41900.0,41900.0,,44616.0,0.1979,0.3271,34500.0,0.711,0.7642215569,0.027,0.93899037726877,50066.0,0,44616.0,1.0,0.6890904006711142
Wagner College,NY,10301-4495,11,0.9825,8333.0,1712.0,0.3324,0.6676,0.8,80220.0,20.0,0.7074,60792.0,48280.0,48280.0,,33307.0,0.2063,0.5851,31500.0,0.7021,0.8413524057,0.046,0.90907474894555,69383.0,0,33307.0,1.0,0.4540017007047836
Wells College,NY,13026-0500,42,0.717,6638.0,413.0,0.3487,0.6513,0.7075,61992.0,19.0,0.8317,56464.0,30900.0,30900.0,,21307.0,0.5117,0.8535,33000.0,0.581,0.7328990228,0.074,0.9879252331015,45188.0,0,21307.0,1.0,0.7302823758519961
Yeshiva University,NY,10033-3299,11,1.0,12388.0,2712.0,0.5354,0.4646,0.9077,78671.0,19.0,0.5536,62075.0,44900.0,44900.0,,38930.0,0.1554,0.2394,33500.0,0.8254,0.8494077834,0.029,0.89832430254093,64628.0,0,38930.0,1.0,0.5183511790555178
Appalachian State University,NC,28608,32,0.7569,8310.0,17401.0,0.436,0.564,0.8776,61267.0,21.0,0.7681,19158.0,22216.0,7409.0,13920.0,,0.294,0.4739,30123.0,0.7242,0.7788750537,0.039,0.94884752472212,45602.0,0,13920.0,2.9985153192063705,0.6605631331959124
Barton College,NC,27893-7000,31,0.96,5989.0,1032.0,0.4225,0.5775,0.6606,54814.0,23.0,0.4529,45505.0,31732.0,31732.0,,24141.0,0.4477,0.7592,35250.0,0.5336,0.5923392613,0.045,0.99670951900626,43613.0,0,24141.0,1.0,0.8082452479765208
