School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Out of State Cost,In State Cost,Average Net Price (Public),Average Net Price (Private),Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,90th Percentile Cumulative Loan Debt,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Median Earnings for Students Not Enrolled 10 Years,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio
Emory University,GA,30322,11,0.7633,14417.0,7023.0,0.4025,0.5975,0.9543,80509.0,20.0,0.156,69502.0,53804.0,53804.0,,23734.0,0.1876,0.3014,27000.0,0.9006,0.8406494287,0.014,0.83464028351128,72364.0,0,23734.0,1.0,0.3731137029462164
Fort Valley State University,GA,31030-4313,31,0.75,6063.0,2242.0,0.3876,0.6124,0.7323,53364.0,21.0,0.5181,21082.0,16494.0,5772.0,13650.0,,0.7524,0.8275,51456.0,0.3122,0.2643112701,0.145,1.10489543615996,35877.0,0,13650.0,2.8575883575883574,1.4342336315745463
Georgia Institute of Technology-Main Campus,GA,30332-0530,11,0.8855,13062.0,15174.0,0.6044,0.3956,0.9724,77933.0,20.0,0.2058,28454.0,33794.0,12682.0,14739.0,,0.1397,0.2416,37500.0,0.885,0.8773497689,0.013,0.81218621970827,88196.0,0,14739.0,2.6647216527361617,0.42518935099097466
Georgia Southwestern State University,GA,31709-4693,32,0.7473,6349.0,2139.0,0.3576,0.6424,0.6847,49591.0,24.0,0.5833,18450.0,16222.0,5500.0,11157.0,,0.4049,0.4799,33093.0,0.3352,0.5101754386,0.048,1.03438042860803,42086.0,0,11157.0,2.9494545454545453,0.7863184907094996
Georgia College & State University,GA,31061,32,0.8258,7023.0,5764.0,0.3593,0.6407,0.8569,68382.0,20.0,0.7959,28467.0,28710.0,9526.0,19691.0,,0.1868,0.4201,30183.0,0.6359,0.7261009667,0.027,0.95073440319534,50169.0,0,19691.0,3.0138568129330254,0.6016265024218143
Georgia Southern University,GA,30460-8126,32,0.8299,7122.0,21665.0,0.4425,0.5575,0.7845,62772.0,20.0,0.5447,22171.0,17518.0,6463.0,15536.0,,0.3695,0.5077,35750.0,0.5019,0.5698589458,0.07,1.01426581012205,47913.0,0,15536.0,2.71050595698592,0.7461440527622983
Georgia State University,GA,30303-3083,11,0.7312,9224.0,27256.0,0.4103,0.5897,0.8213,72190.0,23.0,0.7615,23636.0,24517.0,9286.0,13953.0,,0.497,0.5086,35989.0,0.5448,0.5078854534,0.101,1.03836632353151,43099.0,0,13953.0,2.6402110704286024,0.8350309751966403
University of Georgia,GA,30602,12,0.9152,11574.0,29726.0,0.4272,0.5728,0.9551,71225.0,20.0,0.453,26530.0,31120.0,12080.0,13649.0,,0.2069,0.3206,30926.0,0.8645,0.7072353389,0.025,0.94845355879656,59769.0,0,13649.0,2.576158940397351,0.5174254212049725
LaGrange College,GA,30240-2999,32,1.0,6607.0,865.0,0.5098,0.4902,0.6967,61341.0,21.0,0.4881,44088.0,31540.0,31540.0,,20805.0,0.4299,0.7491,32000.0,0.4304,0.6326889279,0.091,1.01695171383871,45428.0,0,20805.0,1.0,0.7044113762437263
Life University,GA,30060,13,0.6281,7081.0,874.0,0.4657,0.5343,0.6494,67303.0,24.0,0.956,38038.0,13101.0,13101.0,,30857.0,0.4187,0.5869,37334.0,0.3,0.4117647059,0.097,1.10311349829772,46619.0,0,30857.0,1.0,0.8008322786846565
Herzing University-Atlanta,GA,30303,11,0.2778,6415.0,716.0,0.2067,0.7933,0.2941,57868.0,31.0,0.8974,29515.0,14200.0,14200.0,,25542.0,0.732,0.7925,34866.0,0.2933,0.3260677467,0.122,1.03610889542931,33093.0,0,25542.0,1.0,1.053576285014958
Mercer University,GA,31207,12,0.9622,8727.0,4806.0,0.3704,0.6296,0.8593,67164.0,25.0,0.7422,51923.0,37808.0,37808.0,,21464.0,0.334,0.5735,41975.0,0.6561,0.5426179604,0.044,1.01504353535078,52841.0,0,21464.0,1.0,0.7943642247497209
Morehouse College,GA,30314,11,0.9551,6142.0,2238.0,0.9996,0.0004,0.8295,61675.0,19.0,0.998,48406.0,28847.0,28847.0,,31327.0,0.4823,0.6591,37500.0,0.5419,0.4091260634,0.117,0.99838088351076,51483.0,0,31327.0,1.0,0.7283957811316357
Oglethorpe University,GA,30319-2797,21,1.0,6811.0,1350.0,0.4111,0.5889,0.797,73815.0,20.0,0.6755,53219.0,39580.0,39580.0,,22126.0,0.3861,0.7563,37000.0,0.5117,0.5982532751,0.048,0.99763721956526,55444.0,0,22126.0,1.0,0.6673400187576654
Paine College,GA,30901-3182,12,0.6731,4753.0,442.0,0.4457,0.5543,0.602,51038.0,20.0,0.6494,26657.0,16096.0,16096.0,,13072.0,0.8358,0.8465,45500.0,0.1859,0.2347107438,0.286,1.11462921096637,31714.0,0,13072.0,1.0,1.4346976098883775
Piedmont University,GA,30535-0010,32,0.2971,7058.0,1232.0,0.3531,0.6469,0.6627,58219.0,23.0,0.5398,39881.0,26692.0,26692.0,,18950.0,0.4545,0.6873,36618.0,0.4743,0.50875,0.055,1.00600407574641,46095.0,0,18950.0,1.0,0.7944028636511552
Reinhardt University,GA,30183-2981,41,0.4469,6161.0,1384.0,0.5166,0.4834,0.6579,75577.0,23.0,0.9202,38567.0,24300.0,24300.0,,22314.0,0.4053,0.6219,31500.0,0.3333,0.6212832551,0.095,1.0009146722116,41251.0,0,22314.0,1.0,0.7636178516884439
Savannah College of Art and Design,GA,31402-3146,12,0.8354,9331.0,11992.0,0.3183,0.6817,0.84,71588.0,20.0,0.9591,56930.0,38075.0,38075.0,,43641.0,0.2073,0.4208,33166.0,0.6932,0.6055209261,0.051,0.968780068334,44071.0,0,43641.0,1.0,0.7525583717183636
Savannah State University,GA,31404-5310,12,0.8206,6259.0,3355.0,0.3887,0.6113,0.6105,54220.0,20.0,0.332,16833.0,16204.0,5743.0,10220.0,,0.7137,0.7664,44473.0,0.2866,0.2548928239,0.218,1.09227951974571,37021.0,0,10220.0,2.8215218526902315,1.2012911590718782
Shorter University,GA,30165,13,0.6047,5678.0,1202.0,0.4501,0.5499,0.5919,65365.0,26.0,0.6032,34208.0,22370.0,22370.0,,19495.0,0.4445,0.6265,47750.0,0.4111,0.4588505747,0.122,1.04991258849364,42097.0,0,19495.0,1.0,1.1342851034515524
Spelman College,GA,30314-4399,11,0.6778,8685.0,2118.0,0.0,1.0,0.8827,63157.0,19.0,0.4344,52826.0,29972.0,29972.0,,43843.0,0.4556,0.7577,40000.0,0.7514,0.5755015839,0.056,1.06488934766283,52227.0,0,43843.0,1.0,0.7658873762613208
Thomas University,GA,31792,32,0.3885,5002.0,875.0,0.4023,0.5977,0.9867,45124.0,27.0,0.3803,27806.0,16940.0,16940.0,,23105.0,0.4561,0.583,37500.0,0.3077,0.4294385432,0.093,1.05535488494821,41034.0,0,23105.0,1.0,0.9138762977043428
Toccoa Falls College,GA,30598,32,0.2769,5731.0,860.0,0.45,0.55,0.6432,59357.0,22.0,0.5978,36771.0,23184.0,23184.0,,22433.0,0.311,0.3702,34038.0,0.5268,0.697309417,0.103,0.96137861228688,36199.0,0,22433.0,1.0,0.940302218293323
Truett McConnell University,GA,30528,32,1.0,4238.0,792.0,0.4356,0.5644,0.629,62186.0,20.0,0.9411,32004.0,21122.0,21122.0,,17961.0,0.1213,0.1751,31125.0,0.4145,0.5612244898,0.073,0.97503806994271,35357.0,0,17961.0,1.0,0.8803065870973216
Valdosta State University,GA,31698,13,0.7278,6735.0,8348.0,0.3579,0.6421,0.7005,57353.0,22.0,0.5717,20972.0,17638.0,6583.0,13969.0,,0.4969,0.5984,40550.0,0.4093,0.4987980769,0.088,1.05830992077878,43218.0,0,13969.0,2.6793255354701504,0.9382664630478041
Wesleyan College,GA,31210-4462,12,1.0,6575.0,584.0,0.0,1.0,0.6839,57826.0,22.0,0.4383,33844.0,23970.0,23970.0,,11358.0,0.358,0.4513,37927.0,0.5062,0.5531135531,0.067,1.05125411345245,38065.0,0,11358.0,1.0,0.9963746223564954
University of West Georgia,GA,30118-0001,31,0.8262,6644.0,9742.0,0.3618,0.6382,0.6907,66454.0,21.0,0.593,22875.0,17450.0,6395.0,16124.0,,0.4687,0.5687,37250.0,0.438,0.5200709692,0.088,1.04621832595498,45011.0,0,16124.0,2.72869429241595,0.8275754815489547
Young Harris College,GA,30582,43,0.5234,5687.0,908.0,0.4802,0.5198,0.835,65588.0,19.0,0.6465,42914.0,29367.0,29367.0,,17591.0,0.2604,0.2954,31000.0,0.4129,0.6666666667,0.097,0.97480316200602,40544.0,0,17591.0,1.0,0.7646014206787688
Chaminade University of Honolulu,HI,96816-1578,11,1.0,8420.0,1558.0,0.2831,0.7169,0.8587,72476.0,24.0,0.9467,36765.0,26134.0,26134.0,,25075.0,0.4277,0.3785,37376.0,0.5907,0.5597560976,0.049,1.00379051714683,44647.0,1,25075.0,1.0,0.8371447129706363
University of Hawaii at Hilo,HI,96720-4091,33,0.7953,10186.0,2646.0,0.3594,0.6406,0.7268,59308.0,24.0,0.5162,21400.0,20752.0,7792.0,13885.0,,0.4702,0.3949,34426.0,0.4284,0.6636500754,0.061,1.00078480341718,43823.0,0,13885.0,2.6632443531827517,0.7855692216416037
University of Hawaii at Manoa,HI,96822-2217,11,0.783,12363.0,12255.0,0.428,0.572,0.8107,71646.0,22.0,0.5847,23636.0,34218.0,12186.0,15030.0,,0.2855,0.3334,33375.0,0.5959,0.7522286314,0.033,0.9493404067978,52862.0,0,15030.0,2.8079763663220088,0.6313609019711702
Hawaii Pacific University,HI,96813,11,0.4673,8586.0,2765.0,0.3816,0.6184,0.5789,72804.0,23.0,0.7483,42786.0,27500.0,27500.0,,27508.0,0.2576,0.3248,34500.0,0.4576,0.6913518887,0.051,0.98114678594859,56483.0,0,27508.0,1.0,0.6108032505355594
University of Hawaii-West Oahu,HI,96707-4507,21,0.5238,9730.0,2636.0,0.3433,0.6567,0.7636,74812.0,27.0,0.8442,18199.0,20544.0,7584.0,13331.0,,0.3264,0.2721,27714.0,0.2933,0.6220238095,0.055,0.96609023955117,48268.0,0,13331.0,2.7088607594936707,0.5741692218447004
Boise State University,ID,83725,12,0.5771,8285.0,16896.0,0.436,0.564,0.7949,58298.0,23.0,0.7744,20745.0,24988.0,8068.0,15787.0,,0.2302,0.3296,40000.0,0.4864,0.5882352941,0.055,0.9812779207207,43100.0,0,15787.0,3.0971740208230045,0.9280742459396751
Idaho State University,ID,83209,13,0.9364,7692.0,7267.0,0.4342,0.5658,0.6405,52463.0,23.0,,20022.0,24168.0,7872.0,16810.0,,0.3304,0.3603,45750.0,0.3402,0.5128995619,0.074,1.00758568641297,42101.0,0,16810.0,3.0701219512195124,1.0866725255932164
University of Idaho,ID,83844-2282,32,0.8743,9701.0,7227.0,0.5132,0.4868,0.7728,54125.0,21.0,0.7776,21126.0,27540.0,8304.0,14132.0,,0.2865,0.3759,39357.0,0.5774,0.6780097963,0.053,0.97959742749973,48272.0,0,14132.0,3.316473988439306,0.8153173682466026
The College of Idaho,ID,83605-4432,22,0.5522,7189.0,1072.0,0.4888,0.5112,0.7809,57741.0,20.0,0.486,43349.0,31755.0,31755.0,,21005.0,0.2723,0.5305,32000.0,0.6772,0.768115942,0.044,0.93978433362207,45431.0,0,21005.0,1.0,0.704364860997997
Lewis-Clark State College,ID,83501-2698,13,0.9947,6490.0,2677.0,0.3743,0.6257,0.603,49266.0,25.0,0.9976,16389.0,19978.0,6982.0,11046.0,,0.3265,0.3871,33500.0,0.3913,0.5967741935,0.119,0.99554823218622,41741.0,0,11046.0,2.86135777714122,0.8025682182985554
Northwest Nazarene University,ID,83686-5897,22,0.9919,6277.0,1195.0,0.4075,0.5925,0.8201,59470.0,24.0,0.8553,40315.0,31050.0,31050.0,,20708.0,0.3398,0.5622,38252.0,0.5968,0.7376373626,0.056,0.95388101732162,47908.0,0,20708.0,1.0,0.7984470234616348
Brigham Young University-Idaho,ID,83460-1690,32,,8625.0,38672.0,0.4255,0.5745,0.7029,58959.0,23.0,0.9577,11968.0,4208.0,4208.0,,7167.0,0.3056,0.1754,22930.0,0.5832,0.7722513089,0.032,0.93582539445684,49281.0,0,7167.0,1.0,0.46529088289604514
American Academy of Art,IL,60604-4302,11,0.9524,5204.0,205.0,0.278,0.722,0.7755,70029.0,20.0,,40537.0,35270.0,35270.0,,28106.0,0.595,0.7934,48768.0,0.5677,0.5058823529,0.053,1.02082640127251,35795.0,0,28106.0,1.0,1.3624249196815197
School of the Art Institute of Chicago,IL,60603,11,0.2476,10678.0,2983.0,0.2548,0.7452,0.8179,72806.0,21.0,0.5704,67058.0,50920.0,50920.0,,44815.0,0.1915,0.3847,37000.0,0.6739,0.6544502618,0.071,0.95306978685698,39470.0,0,44815.0,1.0,0.9374208259437548
Augustana College,IL,61201-2296,13,0.7527,7847.0,2532.0,0.4372,0.5628,0.8333,77348.0,19.0,0.5662,54058.0,43610.0,43610.0,,23874.0,0.2387,0.6681,35000.0,0.7249,0.8606403013,0.034,0.92800949059222,58227.0,0,23874.0,1.0,0.6010957116114517
Aurora University,IL,60506-4892,21,0.2798,8324.0,4003.0,0.347,0.653,0.7349,77796.0,23.0,0.8673,34961.0,25060.0,25060.0,,17215.0,0.4532,0.6483,32100.0,0.5417,0.6841359773,0.044,0.96537184779019,49800.0,0,17215.0,1.0,0.6445783132530121
Blackburn College,IL,62626,32,0.5818,6550.0,480.0,0.4417,0.5583,0.5749,56165.0,20.0,0.5714,30921.0,23510.0,23510.0,,15993.0,0.6349,0.8058,29328.0,0.4699,0.6351039261,0.128,1.0045942228895,38571.0,0,15993.0,1.0,0.7603640040444893
Bradley University,IL,61625-0001,12,0.527,9338.0,4625.0,0.493,0.507,0.8502,74072.0,20.0,0.7021,47305.0,34610.0,34610.0,,25634.0,0.2855,0.6585,32500.0,0.7783,0.805738476,0.025,0.877643016632,61889.0,0,25634.0,1.0,0.5251337071208131
Chicago State University,IL,60628-1598,11,0.9771,7690.0,2045.0,0.3042,0.6958,0.5211,51518.0,28.0,0.6334,20999.0,18734.0,11366.0,11733.0,,0.6334,0.7997,51250.0,0.1824,0.32482066,0.116,1.10166835564561,40534.0,0,11733.0,1.648249164173852,1.26437065179849
University of Chicago,IL,60637,11,0.8195,18547.0,6801.0,0.5114,0.4886,0.9906,74573.0,20.0,0.0617,78555.0,60552.0,60552.0,,27315.0,0.1135,0.0843,27000.0,0.9447,0.8884986831,0.006,0.76340809041535,76730.0,0,27315.0,1.0,0.3518832268995178
Columbia College Chicago,IL,60605-1996,11,0.3124,8659.0,6596.0,0.4218,0.5782,0.7148,72555.0,21.0,0.9022,43764.0,27756.0,27756.0,,31099.0,0.335,0.6492,37215.0,0.4901,0.5190565448,0.092,0.98410036524883,41679.0,0,31099.0,1.0,0.8928957028719499
Concordia University-Chicago,IL,60305-1499,21,0.6718,4365.0,1501.0,0.4171,0.5829,0.6156,68556.0,22.0,0.7472,41255.0,32880.0,32880.0,,16512.0,0.448,0.6757,31268.0,0.4795,0.6628930818,0.051,0.96959243992143,46133.0,0,16512.0,1.0,0.6777794637244489
DePaul University,IL,60604,11,0.4736,11071.0,14009.0,0.4671,0.5329,0.8512,76598.0,22.0,0.6822,55832.0,41202.0,41202.0,,30090.0,0.3198,0.5445,37667.0,0.7297,0.6644489442,0.045,0.95558460615848,63489.0,1,30090.0,1.0,0.5932838759470145
East-West University,IL,60605,11,1.0,5853.0,447.0,0.5056,0.4944,0.2973,47283.0,22.0,,28350.0,22650.0,22650.0,,20633.0,0.6481,0.6025,31301.0,0.1019,0.1996047431,0.265,1.06741944491249,29301.0,0,20633.0,1.0,1.0682570560731717
Eastern Illinois University,IL,61920,32,0.7803,8477.0,4577.0,0.4035,0.5965,0.7261,66452.0,21.0,0.525,23922.0,14269.0,11989.0,14607.0,,0.3576,0.4812,35000.0,0.5552,0.6629450179,0.083,1.00489500922734,47991.0,0,14607.0,1.190174326465927,0.7293034110562397
Elmhurst University,IL,60126-3296,21,0.4015,7989.0,2807.0,0.3819,0.6181,0.8245,80672.0,21.0,0.6778,47597.0,37754.0,37754.0,,21485.0,0.3743,0.5913,31000.0,0.667,0.7620764239,0.03,0.92541143049921,56183.0,0,21485.0,1.0,0.5517683284979442
Eureka College,IL,61530,31,0.6066,5690.0,497.0,0.5312,0.4688,0.587,63161.0,20.0,0.6184,36062.0,27560.0,27560.0,,21344.0,0.4056,0.7407,31210.0,0.5222,0.6771300448,0.079,0.97504253274063,42669.0,0,21344.0,1.0,0.7314443741357894
Greenville University,IL,62246,32,1.0,5681.0,876.0,0.5468,0.4532,0.6154,58941.0,22.0,0.5612,39861.0,27910.0,27910.0,,20689.0,0.4616,0.7147,38300.0,0.5733,0.6943319838,0.064,0.96070644003257,42696.0,0,20689.0,1.0,0.8970395353194679
University of Illinois Chicago,IL,60607,11,0.7177,11857.0,21311.0,0.4791,0.5209,0.7919,71955.0,21.0,0.727,25527.0,27566.0,13874.0,13312.0,,0.5142,0.3848,31000.0,0.5993,0.7265264238,0.034,0.92638687664771,59780.0,0,13312.0,1.9868819374369324,0.5185680829708933
Benedictine University,IL,60532-0900,21,0.3571,8593.0,2461.0,0.4592,0.5408,0.6909,80587.0,23.0,0.4171,46873.0,34290.0,34290.0,,25143.0,0.4209,0.6328,35141.0,0.4634,0.6392251816,0.056,0.98713142034065,57344.0,1,25143.0,1.0,0.6128104073660714
University of Illinois Urbana-Champaign,IL,61820-5711,13,0.7408,12740.0,33080.0,0.5357,0.4643,0.9288,77278.0,19.0,0.5903,30102.0,32264.0,15122.0,15880.0,,0.2325,0.3503,30000.0,0.8474,0.8136722606,0.024,0.84907317521194,71539.0,0,15880.0,2.1335802142573734,0.4193516822991655
Illinois Wesleyan University,IL,61702-2900,13,0.6839,8316.0,1619.0,0.4793,0.5207,0.8421,81071.0,19.0,0.608,60826.0,50028.0,50028.0,,26039.0,0.2392,0.6521,35000.0,0.7813,0.9002770083,0.014,0.88130457684598,66966.0,0,26039.0,1.0,0.5226532867425261
Illinois College,IL,62650-2299,32,0.7885,7228.0,1044.0,0.4818,0.5182,0.7816,59338.0,19.0,0.7804,43511.0,33740.0,33740.0,,16562.0,0.4344,0.8759,33300.0,0.6649,0.8400770713,0.062,0.96797913768718,46510.0,0,16562.0,1.0,0.7159750591270695
Illinois Institute of Technology,IL,60616,11,0.5863,12715.0,3032.0,0.6814,0.3186,0.8816,74075.0,21.0,0.6023,63212.0,49280.0,49280.0,,22831.0,0.3103,0.4286,39500.0,0.712,0.8477751756,0.029,0.8806284149422,77682.0,0,22831.0,1.0,0.5084833037254448
Illinois State University,IL,61790-1000,22,0.7678,8414.0,18199.0,0.4463,0.5537,0.7857,74746.0,20.0,0.8194,29758.0,26356.0,14832.0,20895.0,,0.3021,0.559,30920.0,0.6932,0.7807304249,0.044,0.92824072131488,55457.0,0,20895.0,1.7769687162891046,0.5575490920893665
Judson University,IL,60123-1498,12,0.2394,5994.0,1026.0,0.4288,0.5712,0.7582,75944.0,26.0,0.3853,40798.0,29870.0,29870.0,,18737.0,0.4275,0.6702,31775.0,0.603,0.6543715847,0.063,0.95221352735525,49210.0,0,18737.0,1.0,0.6457020930705141
Knox College,IL,61401,32,0.912,7233.0,1229.0,0.4304,0.5696,0.8116,71884.0,19.0,0.6832,58289.0,48168.0,48168.0,,22292.0,0.3361,0.6062,34314.0,0.746,0.785046729,0.048,0.91522827964172,49010.0,0,22292.0,1.0,0.7001428279942868
Lake Forest College,IL,60045-2399,21,0.5676,8919.0,1527.0,0.4224,0.5776,0.8827,84677.0,19.0,0.552,60505.0,48424.0,48424.0,,26426.0,0.3398,0.7312,40500.0,0.7297,0.8243727599,0.025,0.90590982610851,59021.0,0,26426.0,1.0,0.6861964385557683
Lewis University,IL,60446-2200,21,0.4261,9240.0,4125.0,0.4887,0.5113,0.8417,79812.0,22.0,0.639,41938.0,33430.0,33430.0,,18664.0,0.3273,0.5684,32528.0,0.6523,0.7259050306,0.036,0.93803328581851,55906.0,1,18664.0,1.0,0.5818337924373055
Lincoln Christian University,IL,62656-2111,32,0.7561,5550.0,357.0,0.535,0.465,0.7656,60672.0,24.0,,26311.0,13590.0,13590.0,,18141.0,0.4169,0.5976,40250.0,0.6538,0.6682577566,0.069,1.03236287558032,38090.0,0,18141.0,1.0,1.0567077973221317
Lincoln College,IL,62656,32,0.3019,5428.0,1034.0,0.4555,0.5445,0.4886,67725.0,21.0,0.6685,34934.0,19000.0,19000.0,,21797.0,0.6436,0.7541,23250.0,0.2933,0.380033557,0.083,1.05863364940189,33540.0,0,21797.0,1.0,0.6932021466905188
Loyola University Chicago,IL,60660,11,0.5159,11146.0,12104.0,0.3291,0.6709,0.8545,76055.0,20.0,0.6722,59194.0,45543.0,45543.0,,35407.0,0.2501,0.5701,33000.0,0.7422,0.8062932381,0.034,0.91442626143821,63232.0,1,35407.0,1.0,0.5218876518218624
McKendree University,IL,62254-1291,21,1.0,6655.0,1764.0,0.479,0.521,0.7508,58622.0,23.0,0.6335,42941.0,31640.0,31640.0,,19844.0,0.3512,0.5373,34177.0,0.5757,0.6586237712,0.069,1.00201281291384,48784.0,0,19844.0,1.0,0.7005780583797967
Methodist College,IL,61615,12,0.5119,6852.0,675.0,0.1022,0.8978,0.5,,27.0,0.4394,37283.0,17560.0,17560.0,,35862.0,0.5167,0.869,47000.0,0.4048,0.7420634921,0.035,0.98938786054888,66046.0,0,35862.0,1.0,0.711625230899676
Millikin University,IL,62522-2084,13,0.7054,6237.0,1929.0,0.4474,0.5526,0.7479,63904.0,21.0,0.7125,48766.0,37054.0,37054.0,,21331.0,0.3747,0.674,36750.0,0.5838,0.7195027195,0.093,0.97545335768775,47129.0,0,21331.0,1.0,0.779774661036729
Monmouth College,IL,61462-1998,32,0.7838,6812.0,900.0,0.5,0.5,0.7942,66145.0,19.0,0.6667,49178.0,38990.0,38990.0,,17061.0,0.3665,0.7177,37500.0,0.5975,0.7582697201,0.045,0.97806334775345,46998.0,0,17061.0,1.0,0.7979062938848461
National Louis University,IL,60603,11,0.9948,6195.0,3279.0,0.2739,0.7261,0.5753,67361.0,30.0,0.9767,23294.0,11010.0,11010.0,,14957.0,0.5742,0.4284,32208.0,0.2222,0.5534913517,0.068,1.01774336386134,45402.0,0,14957.0,1.0,0.7093960618474957
North Central College,IL,60540,12,0.5032,8552.0,2578.0,0.4659,0.5341,0.7782,86906.0,20.0,0.5364,51483.0,40040.0,40040.0,,24786.0,0.2816,0.6475,31000.0,0.6855,0.7846034215,0.039,0.92323372189234,54460.0,0,24786.0,1.0,0.569225119353654
North Park University,IL,60625-4895,11,1.0,7940.0,1906.0,0.3867,0.6133,0.7482,70754.0,22.0,0.4764,38189.0,31030.0,31030.0,,19170.0,0.4474,0.6862,35000.0,0.6067,0.7261904762,0.057,0.9629746715033,51035.0,0,19170.0,1.0,0.6858038600960126
Northern Illinois University,IL,60115-2828,23,0.7328,8616.0,12107.0,0.4881,0.5119,0.7204,75712.0,21.0,0.4835,28722.0,14610.0,14610.0,18259.0,,0.4403,0.6067,37991.0,0.4707,0.6865373961,0.083,0.98778884196246,52792.0,0,18259.0,1.0,0.7196355508410365
Northwestern University,IL,60208,13,0.8322,17483.0,8530.0,0.4875,0.5125,0.9819,81811.0,20.0,0.0905,74630.0,56691.0,56691.0,,24664.0,0.1767,0.2241,27000.0,0.942,0.8984298332,0.008,0.76526640442037,80033.0,0,24664.0,1.0,0.3373608386540552
Northeastern Illinois University,IL,60625-4699,11,0.5651,8265.0,5626.0,0.4305,0.5695,0.5882,61978.0,24.0,0.5848,23811.0,21161.0,11462.0,15843.0,,0.4815,0.3083,31000.0,0.2121,0.632,0.074,0.99672116142401,46683.0,0,15843.0,1.8461874018495898,0.664053295632243
Olivet Nazarene University,IL,60914-2271,23,0.323,7244.0,3079.0,0.4115,0.5885,0.7659,66225.0,22.0,0.5776,47290.0,37070.0,37070.0,,20195.0,0.333,0.7218,33500.0,0.6254,0.7268351384,0.034,0.90957695933179,47552.0,0,20195.0,1.0,0.7044919246298789
Quincy University,IL,62301-2699,33,0.5421,5693.0,957.0,0.4922,0.5078,0.6705,58100.0,21.0,0.6176,40447.0,30450.0,30450.0,,17497.0,0.3614,0.6386,31000.0,0.5233,0.6880841121,0.079,0.96514851302948,46325.0,1,17497.0,1.0,0.6691851052347545
Rockford University,IL,61108-2311,12,0.3541,5726.0,943.0,0.4401,0.5599,0.6582,64497.0,22.0,0.5424,41928.0,32100.0,32100.0,,22197.0,0.4708,0.7042,35000.0,0.3963,0.6335766423,0.069,0.98445456285524,49932.0,0,22197.0,1.0,0.7009532964832171
Roosevelt University,IL,60605-1394,11,0.352,8367.0,2293.0,0.3371,0.6629,0.7337,70632.0,23.0,0.673,44929.0,30876.0,30876.0,,22749.0,0.4214,0.6041,36481.0,0.3971,0.5385149202,0.067,1.00080360694996,43592.0,0,22749.0,1.0,0.8368737383006056
Dominican University,IL,60305,21,0.4296,7368.0,2137.0,0.3154,0.6846,0.7718,69994.0,21.0,0.6434,41882.0,34420.0,34420.0,,19268.0,0.5057,0.6823,32000.0,0.6264,0.6950819672,0.055,0.96012462591027,52781.0,1,19268.0,1.0,0.6062787745590269
University of St Francis,IL,60435-6188,21,0.886,8005.0,1646.0,0.3402,0.6598,0.8131,76865.0,23.0,0.4562,41946.0,34000.0,34000.0,,17538.0,0.3708,0.6734,37500.0,0.6215,0.6789536266,0.033,0.96804378245698,59498.0,1,17538.0,1.0,0.6302732864970251
Saint Xavier University,IL,60655,11,0.3863,7474.0,2943.0,0.3772,0.6228,0.7624,69054.0,21.0,0.7265,41349.0,34380.0,34380.0,,14528.0,0.5394,0.8041,35554.0,0.5623,0.6504109589,0.063,0.96892629776151,53990.0,1,14528.0,1.0,0.6585293572883867
University of Illinois Springfield,IL,62703-5407,12,0.6584,8063.0,2613.0,0.4914,0.5086,0.7891,58971.0,25.0,0.7681,24610.0,21338.0,11813.0,12477.0,,0.3465,0.4407,32046.0,0.5276,0.6638477801,0.055,0.99773592343458,49747.0,0,12477.0,1.8063150766105138,0.6441795485154884
Southern Illinois University-Carbondale,IL,62901-4512,13,0.7951,7698.0,8375.0,0.5378,0.4622,0.7509,59313.0,22.0,0.6638,28904.0,29360.0,14904.0,16945.0,,0.3731,0.5267,35500.0,0.451,0.571597013,0.102,0.99409253661307,48803.0,0,16945.0,1.969940955448202,0.727414298301334
Southern Illinois University-Edwardsville,IL,62026-1259,21,0.7161,8360.0,10339.0,0.4612,0.5388,0.7869,59952.0,21.0,0.8567,24012.0,12219.0,12219.0,14423.0,,0.3443,0.5005,33850.0,0.4974,0.6878253905,0.068,0.99389836691347,51671.0,0,14423.0,1.0,0.6551063459193746
Trinity Christian College,IL,60463-0929,21,0.4967,7188.0,926.0,0.3348,0.6652,0.7778,74534.0,24.0,0.6906,42109.0,31175.0,31175.0,,21904.0,0.3749,0.6444,33937.0,0.6368,0.7262813522,0.05,0.93414594710364,47292.0,0,21904.0,1.0,0.7176055146747864
Trinity International University-Illinois,IL,60015-1283,21,0.3416,7602.0,565.0,0.5965,0.4035,0.6494,72368.0,26.0,0.6024,45579.0,33028.0,33028.0,,21204.0,0.3942,0.7623,43397.0,0.531,0.6231527094,0.059,0.98762945468879,43800.0,0,21204.0,1.0,0.9907990867579909
Western Illinois University,IL,61455,33,0.8752,9001.0,5958.0,0.4735,0.5265,0.6746,67698.0,21.0,0.5666,25732.0,13256.0,13256.0,16210.0,,0.4896,0.6599,40000.0,0.4836,0.6919535997,0.088,1.01197582485248,49631.0,0,16210.0,1.0,0.8059478954685579
